Sr_No,Hospital_Name,State,District,Pincode,Ambulance_Phone_No,State_ID,District_ID
330,Sai Orthopaedics Trauma and General Hospital,Andhra Pradesh,East Godavari,533105,112,28,545
331,Swatantra Hospitals,Andhra Pradesh,East Godavari,533105,112,28,545
332,Saiteja Hospital,Andhra Pradesh,East Godavari,533106,112,28,545
333,Adarsh Multi Speciality Hospital and Neuro Center,Andhra Pradesh,East Godavari,533107,112,28,545
334,Sruthi Hospitals,Andhra Pradesh,East Godavari,533124,112,28,545
335,Adarsha Hospital,Andhra Pradesh,East Godavari,533201,112,28,545
336,Care Hospital,Andhra Pradesh,East Godavari,533201,112,28,545
337,Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201,112,28,545
338,Konaseema Institute Of Medical Sciences,Andhra Pradesh,East Godavari,533201,112,28,545
339,Konaseva Institute Of Medical Science,Andhra Pradesh,East Godavari,533201,112,28,545
340,Rohine Mother and Child Care Hospital,Andhra Pradesh,East Godavari,533201,112,28,545
341,Sai Leela Orthopaedic Hospital,Andhra Pradesh,East Godavari,533201,112,28,545
342,Sri Konaseema Specialities Hospital,Andhra Pradesh,East Godavari,533201,112,28,545
343,Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533201,112,28,545
344,V.N.Nursing Home,Andhra Pradesh,East Godavari,533201,112,28,545
345,Janatha Hospital,Andhra Pradesh,East Godavari,533216,112,28,545
346,Sree Sravana Nursing Home,Andhra Pradesh,East Godavari,533223,112,28,545
347,Sri Venkateswara Nursing Home,Andhra Pradesh,East Godavari,533238,112,28,545
348,Vijaya Nursing Home,Andhra Pradesh,East Godavari,533238,112,28,545
349,Sri Maha Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242,112,28,545
350,Vijaya Laxmi Nursing Home,Andhra Pradesh,East Godavari,533242,112,28,545
351,Ravi Nursing Home,Andhra Pradesh,East Godavari,533253,112,28,545
352,Sri Sai Bhramarambika Nursing Home,Andhra Pradesh,East Godavari,533253,112,28,545
353,Sri Sankar Nursing Home,Andhra Pradesh,East Godavari,533253,112,28,545
354,Susrutha Surgical and Maternity Hospital,Andhra Pradesh,East Godavari,533253,112,28,545
355,Vrd Care Hospital,Andhra Pradesh,East Godavari,533253,112,28,545
356,Adarsh Nursing Home,Andhra Pradesh,East Godavari,533255,112,28,545
357,Kamala Nursing Home,Andhra Pradesh,East Godavari,533255,112,28,545
358,Sri Venkateshwara Nursign Home,Andhra Pradesh,East Godavari,533261,112,28,545
359,Bhimeshwara Hospital,Andhra Pradesh,East Godavari,533262,112,28,545
360,Sri Madhavananda Speciality Hospital,Andhra Pradesh,East Godavari,533262,112,28,545
361,G. S. L. General Hospital and Medical College,Andhra Pradesh,East Godavari,533294,112,28,545
362,Kondreddy Nursing Home,Andhra Pradesh,East Godavari,533308,112,28,545
363,Santhi Childrens Hospital,Andhra Pradesh,East Godavari,533308,112,28,545
364,Sri Bikkina Nursing Home,Andhra Pradesh,East Godavari,533308,112,28,545
365,Srinivasa Nursing Home,Andhra Pradesh,East Godavari,533308,112,28,545
366,Subbarayudu Memorial Nursing Home,Andhra Pradesh,East Godavari,533308,112,28,545
367,Narayana Reddy Eye Hospital,Andhra Pradesh,East Godavari,533342,112,28,545
368,Dr.K.V.R.Hospital,Andhra Pradesh,East Godavari,533346,112,28,545
369,Doctors Plaza,Andhra Pradesh,East Godavari,533401,112,28,545
370,Pandu Ranga Praja Vidyasala,Andhra Pradesh,East Godavari,533401,112,28,545
371,Sri Mallikarjuna Nursing Home,Andhra Pradesh,East Godavari,533401,112,28,545
372,Suresh Hospital,Andhra Pradesh,East Godavari,533401,112,28,545
373,Lakshmi Balaji Nursing Home,Andhra Pradesh,East Godavari,533429,112,28,545
374,Sambasiva Hospital,Andhra Pradesh,East Godavari,533429,112,28,545
375,Rao's Nursing Home,Andhra Pradesh,East Godavari,533437,112,28,545
376,Sree Sreenivasa Hospital,Andhra Pradesh,East Godavari,533437,112,28,545
377,Chopde's Nursing Home,Andhra Pradesh,East Godavari,533450,112,28,545
378,Sri Varalakshmi Hospital,Andhra Pradesh,East Godavari,533450,112,28,545
379,Adarsha Hospitals,Andhra Pradesh,Guntur,522001,112,28,548
380,Ahalya Nursing Home,Andhra Pradesh,Guntur,522001,112,28,548
381,Amar Orthopedics Hospital,Andhra Pradesh,Guntur,522001,112,28,548
382,Amaravathi Institute Of Medical Sciences Pvt Ltd,Andhra Pradesh,Guntur,522001,112,28,548
383,Amma Childrens Hospital,Andhra Pradesh,Guntur,522001,112,28,548
384,Aruna Hospital,Andhra Pradesh,Guntur,522001,112,28,548
385,Aswini Hospitals,Andhra Pradesh,Guntur,522001,112,28,548
386,B M R Hospitals,Andhra Pradesh,Guntur,522001,112,28,548
387,Bayya Ent Hospital And Research Centre,Andhra Pradesh,Guntur,522001,112,28,548
388,C V R Hospital,Andhra Pradesh,Guntur,522001,112,28,548
389,Chalsani Hospital,Andhra Pradesh,Guntur,522001,112,28,548
390,Coastal Care Hospital,Andhra Pradesh,Guntur,522001,112,28,548
391,Dhulipalla Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001,112,28,548
392,Dr.Rangarao Nursing Home (P) Ltd,Andhra Pradesh,Guntur,522001,112,28,548
393,Guntur City Hospital-Guntur,Andhra Pradesh,Guntur,522001,112,28,548
394,Harinath Childrens Super Speciality Hospital,Andhra Pradesh,Guntur,522001,112,28,548
395,Janardani Hospital,Andhra Pradesh,Guntur,522001,112,28,548
396,Karumuri Super Speciality Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001,112,28,548
397,Krishna Childrens Hospital,Andhra Pradesh,Guntur,522001,112,28,548
398,Lakshmi Meenakshi Eye and Maternity Care,Andhra Pradesh,Guntur,522001,112,28,548
399,Lalitha Super Specialty Hospital,Andhra Pradesh,Guntur,522001,112,28,548
400,Life Hospital,Andhra Pradesh,Guntur,522001,112,28,548
401,Mahathi Nursing Home,Andhra Pradesh,Guntur,522001,112,28,548
402,Maruthi E.N.T. Hospital,Andhra Pradesh,Guntur,522001,112,28,548
403,Mediline Hospital,Andhra Pradesh,Guntur,522001,112,28,548
404,Mother Theresa Multispeciality Hospital,Andhra Pradesh,Guntur,522001,112,28,548
405,Nandanaa's Multi Care Hospital,Andhra Pradesh,Guntur,522001,112,28,548
406,Padmas Hospital,Andhra Pradesh,Guntur,522001,112,28,548
407,Padmavathi Super Speciality Hospital,Andhra Pradesh,Guntur,522001,112,28,548
408,Peoples Trauma And Emergency Hospital,Andhra Pradesh,Guntur,522001,112,28,548
409,Pragathi Hospitals,Andhra Pradesh,Guntur,522001,112,28,548
410,Prof. D. Ramakotaiah Childerns Hospital,Andhra Pradesh,Guntur,522001,112,28,548
411,Purnasai Hospital,Andhra Pradesh,Guntur,522001,112,28,548
412,R K Eye Center,Andhra Pradesh,Guntur,522001,112,28,548
413,R R Speciality Hospital,Andhra Pradesh,Guntur,522001,112,28,548
414,Raghavendra Hospitals,Andhra Pradesh,Guntur,522001,112,28,548
415,Rajyalakshmi Nursing Home,Andhra Pradesh,Guntur,522001,112,28,548
416,S.G.O. Clinic,Andhra Pradesh,Guntur,522001,112,28,548
417,Sai Bhaskar Trauma and Emergency,Andhra Pradesh,Guntur,522001,112,28,548
418,Sai Chandan Eye Hospital,Andhra Pradesh,Guntur,522001,112,28,548
419,Sai Priya Hospital,Andhra Pradesh,Guntur,522001,112,28,548
420,Sai Sri Nursing Home,Andhra Pradesh,Guntur,522001,112,28,548
421,"Sailaja Multispeciality Hospitals Maternity, Infertility and Trauma Care Centre",Andhra Pradesh,Guntur,522001,112,28,548
422,Sathvika Hospital,Andhra Pradesh,Guntur,522001,112,28,548
423,Shri Ramchandra Kidney Centre,Andhra Pradesh,Guntur,522001,112,28,548
424,Singh Hospital,Andhra Pradesh,Guntur,522001,112,28,548
425,Sravani Hospital,Andhra Pradesh,Guntur,522001,112,28,548
426,Sri Krishna Institute Of Medical Sciences,Andhra Pradesh,Guntur,522001,112,28,548
427,Sri Ramachandra Children and Dental Hospital,Andhra Pradesh,Guntur,522001,112,28,548
428,Sri Ramakrishna Nursing Home,Andhra Pradesh,Guntur,522001,112,28,548
429,Sri Renuka Netrayam,Andhra Pradesh,Guntur,522001,112,28,548
430,Sri Satya Sai Hospital,Andhra Pradesh,Guntur,522001,112,28,548
431,Sri Vijayasai Hospital,Andhra Pradesh,Guntur,522001,112,28,548
432,Srinivasa Nursing Hom,Andhra Pradesh,Guntur,522001,112,28,548
433,Sudarsana Eye Hospital,Andhra Pradesh,Guntur,522001,112,28,548
434,Sujatha Laparoscopy and Infertility Centre,Andhra Pradesh,Guntur,522001,112,28,548
435,Tulasi Multi Speciality Hospital,Andhra Pradesh,Guntur,522001,112,28,548
436,Vasan Eye Care Hospital,Andhra Pradesh,Guntur,522001,112,28,548
437,Veena Hospital,Andhra Pradesh,Guntur,522001,112,28,548
438,Venkata Ramana Eye Hospital,Andhra Pradesh,Guntur,522001,112,28,548
439,Venkateswara Mother and Child Hospital,Andhra Pradesh,Guntur,522001,112,28,548
440,Vijaya Orthopaedic and Trauma and Super Speciality Hospital,Andhra Pradesh,Guntur,522001,112,28,548
441,Yashaswi Hospital,Andhra Pradesh,Guntur,522001,112,28,548
442,Yerra`S Super Speciality Hospital Pvt Ltd,Andhra Pradesh,Guntur,522001,112,28,548
443,Ala Hospital,Andhra Pradesh,Guntur,522002,112,28,548
444,Aruna Multi Speciality Hospitals,Andhra Pradesh,Guntur,522002,112,28,548
445,Bmr Hospitals,Andhra Pradesh,Guntur,522002,112,28,548
446,Childrens Hospital,Andhra Pradesh,Guntur,522002,112,28,548
447,Gopala Krishna Nursing Home,Andhra Pradesh,Guntur,522002,112,28,548
448,Hi Tech Trauma And Critical Care Hospital Ltd,Andhra Pradesh,Guntur,522002,112,28,548
449,M N Hospital,Andhra Pradesh,Guntur,522002,112,28,548
450,Prasanthi Multi Speciality Hospital - Guntur,Andhra Pradesh,Guntur,522002,112,28,548
451,Pratyusha Childrens Hospital,Andhra Pradesh,Guntur,522002,112,28,548
452,Sri Bhavani Nursing Home-Guntur,Andhra Pradesh,Guntur,522002,112,28,548
453,Sri Sai Hospitals,Andhra Pradesh,Guntur,522002,112,28,548
454,Sri Sathya Sai Institute Of Orl,Andhra Pradesh,Guntur,522002,112,28,548
455,Teja Maternity Hospital And Poly Clinic,Andhra Pradesh,Guntur,522002,112,28,548
456,Sri Lakshmi Venkateswara Nursing Home,Andhra Pradesh,Guntur,522003,112,28,548
457,Raja Children's Hospital,Andhra Pradesh,Guntur,522004,112,28,548
458,St Joseph's General Hospital,Andhra Pradesh,Guntur,522004,112,28,548
459,Hyma Hospital,Andhra Pradesh,Guntur,522006,112,28,548
460,Raghuram Children Hospital,Andhra Pradesh,Guntur,522006,112,28,548
461,Sri Sruthi Hospital,Andhra Pradesh,Guntur,522006,112,28,548
462,Lakshmi Nursing Home,Andhra Pradesh,Guntur,522007,112,28,548
463,Sanjivi Orthopaedic and Physiotherapy Centre,Andhra Pradesh,Guntur,522007,112,28,548
464,Sree Geetha Eye Hospital,Andhra Pradesh,Guntur,522007,112,28,548
465,Vijaya Eye Hospital,Andhra Pradesh,Guntur,522007,112,28,548
466,Yashaswi Hospital,Andhra Pradesh,Guntur,522007,112,28,548
467,Katuri Medical College And Hospital,Andhra Pradesh,Guntur,522019,112,28,548
468,Preethi Nursing Home,Andhra Pradesh,Guntur,522101,112,28,548
469,Rachana Eye Hospital,Andhra Pradesh,Guntur,522101,112,28,548
470,Srinivasa Children Hospital,Andhra Pradesh,Guntur,522101,112,28,548
471,Adilakshmi Nursing Home,Andhra Pradesh,Guntur,522124,112,28,548
472,Datta Prasad Orthopaedic Nursing Home,Andhra Pradesh,Guntur,522124,112,28,548
473,Dr Sajja Chandramouli Hospital,Andhra Pradesh,Guntur,522124,112,28,548
474,Krishna Nursing Home,Andhra Pradesh,Guntur,522124,112,28,548
475,Nightingale Hospital,Andhra Pradesh,Guntur,522124,112,28,548
476,Ravi Cardiac and Diabetic Care Center,Andhra Pradesh,Guntur,522124,112,28,548
477,Srinivasa Nursing Home,Andhra Pradesh,Guntur,522124,112,28,548
478,Vijaya Sarada Nursing Home,Andhra Pradesh,Guntur,522124,112,28,548
479,Alapati Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
480,Amma Hospital,Andhra Pradesh,Guntur,522201,112,28,548
481,Amrutha Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
482,Devi Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
483,Dr Chadalavada Krishnaiah Multi Speciality Hospital,Andhra Pradesh,Guntur,522201,112,28,548
484,Ganga Kumari Memorial Children Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
485,Gayatri Hospital,Andhra Pradesh,Guntur,522201,112,28,548
486,Health Hospitals,Andhra Pradesh,Guntur,522201,112,28,548
487,J V M Hosppital,Andhra Pradesh,Guntur,522201,112,28,548
488,J.K Hospital,Andhra Pradesh,Guntur,522201,112,28,548
489,Kommineni Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
490,Kotnis Peoples Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
491,Sai Madhavi Nursinghome,Andhra Pradesh,Guntur,522201,112,28,548
492,Smt D Indira Memorial Meternity Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
493,Sri Srinivasa Nursing Home,Andhra Pradesh,Guntur,522201,112,28,548
494,Srijani Eye Hospital,Andhra Pradesh,Guntur,522201,112,28,548
495,Vadlamudi Hospital,Andhra Pradesh,Guntur,522201,112,28,548
496,Kims Hospital,Andhra Pradesh,Guntur,522202,112,28,548
497,Sri Teja Hospital,Andhra Pradesh,Guntur,522264,112,28,548
498,K J Memorial Hospital,Andhra Pradesh,Guntur,522265,112,28,548
499,Sri V R M Nursing Home,Andhra Pradesh,Guntur,522265,112,28,548
500,Surm Nursing Home,Andhra Pradesh,Guntur,522265,112,28,548
501,Vyshnave Nursing Home - Repalle,Andhra Pradesh,Guntur,522265,112,28,548
502,Visweswara and Gopal Krishna Nursing Home,Andhra Pradesh,Guntur,522301,112,28,548
503,Sri Ramachandra Nursing Home,Andhra Pradesh,Guntur,522308,112,28,548
504,E.S.R. Hospital,Andhra Pradesh,Guntur,522309,112,28,548
505,Sri Evuru Subbarao Memorial Nursing Home,Andhra Pradesh,Guntur,522309,112,28,548
506,Kanumuri Nursing Home,Andhra Pradesh,Guntur,522403,112,28,548
507,Krishna Nursing Home,Andhra Pradesh,Guntur,522403,112,28,548
508,Meghna Hospital,Andhra Pradesh,Guntur,522403,112,28,548
509,Nsr Memorial Children Hospital,Andhra Pradesh,Guntur,522403,112,28,548
510,Quality Hospital,Andhra Pradesh,Guntur,522403,112,28,548
511,Sanjana Speciality Hospital,Andhra Pradesh,Guntur,522403,112,28,548
512,Sree Radha Krishna Nursing Home,Andhra Pradesh,Guntur,522403,112,28,548
513,Sri Lakshmi Nursing Home,Andhra Pradesh,Guntur,522403,112,28,548
514,Sri Radha Krishna Nursing Home,Andhra Pradesh,Guntur,522403,112,28,548
515,Vamsee Specialities Hospital,Andhra Pradesh,Guntur,522403,112,28,548
516,Abhaya Multispecialty Hospitals,Andhra Pradesh,Guntur,522413,112,28,548
517,Balaji Cancer Care Centre,Andhra Pradesh,Guntur,522413,112,28,548
518,Dr Anji Reddy Multispeciality Hospitals Pvt Ltd,Andhra Pradesh,Guntur,522413,112,28,548
519,Hi Tech Trauma and Critical Care Hospital,Andhra Pradesh,Guntur,522413,112,28,548
520,Srikanth Nursing Home,Andhra Pradesh,Guntur,522415,112,28,548
521,Ramakrishna Hospital - Macherla,Andhra Pradesh,Guntur,522426,112,28,548
522,Saumya Hospital,Andhra Pradesh,Guntur,522501,112,28,548
523,Nri General Hospital,Andhra Pradesh,Guntur,522503,112,28,548
524,P.G.S.Nursing Home,Andhra Pradesh,Guntur,522503,112,28,548
525,Sree Venkateshwara Nursing Home,Andhra Pradesh,Guntur,522503,112,28,548
526,Sree Venkateswara Nursing Home,Andhra Pradesh,Guntur,522503,112,28,548
527,Amrutha Hospital,Andhra Pradesh,Guntur,522509,112,28,548
528,Bayya Ent Hospital and Research Center,Andhra Pradesh,Guntur,522509,112,28,548
529,Bommidala Cancer Institute,Andhra Pradesh,Guntur,522509,112,28,548
530,Sankara Eye Hospital,Andhra Pradesh,Guntur,522509,112,28,548
531,Trust Hospital,Andhra Pradesh,Guntur,522510,112,28,548
532,Amulya Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
533,Anantha Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
534,Asvini Nethralayam.,Andhra Pradesh,Guntur,522601,112,28,548
535,Bala Tripura Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
536,Bharathi Children Hospital,Andhra Pradesh,Guntur,522601,112,28,548
537,Mahatma Gandhi Super Speciality Hospitals,Andhra Pradesh,Guntur,522601,112,28,548
538,Mar Hospitals,Andhra Pradesh,Guntur,522601,112,28,548
539,Mother Theresa Multispeciality Hospital,Andhra Pradesh,Guntur,522601,112,28,548
540,Prasanthi Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
541,Pujita Hospitals,Andhra Pradesh,Guntur,522601,112,28,548
542,Sai Nethralayam,Andhra Pradesh,Guntur,522601,112,28,548
543,Sai Ramya Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
544,Siva Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
545,Sri Lakshmi Janaki Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
546,Sri Sai Krupa Netralayam,Andhra Pradesh,Guntur,522601,112,28,548
547,Susmitha Ortho Trauma Hospital,Andhra Pradesh,Guntur,522601,112,28,548
548,Teja Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
549,Veeraiah Chowdary Orthopaedic and Trauma Care Hosp,Andhra Pradesh,Guntur,522601,112,28,548
550,Venkateshwara Mother And Child Hospital,Andhra Pradesh,Guntur,522601,112,28,548
551,Vijaya Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
552,Visweswara and Gopalakrishna Nursing Home,Andhra Pradesh,Guntur,522601,112,28,548
553,Sowjanya Nursing Home,Andhra Pradesh,Guntur,522614,112,28,548
554,Janaki Nursing Home,Andhra Pradesh,Guntur,522616,112,28,548
555,Manju Nursing Home,Andhra Pradesh,Guntur,522616,112,28,548
556,Pragathi Nursing Home - Chilakaluripet,Andhra Pradesh,Guntur,522616,112,28,548
557,Prasad Nursing Home -Chilakaluripet,Andhra Pradesh,Guntur,522616,112,28,548
558,Ramakrishna Memorial Nursing Home,Andhra Pradesh,Guntur,522616,112,28,548
559,Sri Ratna Laxmi Nursing Home,Andhra Pradesh,Guntur,522616,112,28,548
560,G Show Reddy Memorial Nursing Home,Andhra Pradesh,Guntur,522647,112,28,548
561,Sajana Nursing Home,Andhra Pradesh,Guntur,522647,112,28,548
562,Sri Sanjivi Hospital,Andhra Pradesh,Guntur,522647,112,28,548
563,L V Prasad Eye Institute,Andhra Pradesh,Hyderabad,500034,112,28,0
564,Apollo Hospitals,Andhra Pradesh,Hyderabad,500033,112,28,0
565,Mediciti Hospital,Andhra Pradesh,Hyderabad,500063,112,28,0
566,"KIMS Hospital, Secunderabad",Andhra Pradesh,Hyderabad,500003,112,28,0
567,Kamineni Hospital,Andhra Pradesh,Hyderabad,500074,112,28,0
568,Yashoda Hospital,Andhra Pradesh,Hyderabad,500082,112,28,0
569,Fernandez Hospital,Andhra Pradesh,Hyderabad,500033,112,28,0
570,Global Hospital,Andhra Pradesh,Hyderabad,500004,112,28,0
571,Asian Institute of Gastroenterology,Andhra Pradesh,Hyderabad,500082,112,28,0
572,Udai Clinic Orthopedic Centre,Andhra Pradesh,Hyderabad,500001,112,28,0
573,Homeocare International,Andhra Pradesh,Hyderabad,500003,112,28,0
574,Narayana Hrudayalaya Malla Reddy Hospital,Andhra Pradesh,Hyderabad,500055,112,28,0
575,Nizams Institute of Medical Sciences (NIMS),Andhra Pradesh,Hyderabad,500082,112,28,0
576,Sathya Kidney Centre and Super Speciality Hospital,Andhra Pradesh,Hyderabad,500029,112,28,0
577,Sunshine Hospital,Andhra Pradesh,Hyderabad,500003,112,28,0
578,Basavatarakam Indo American Cancer Institute And Research Centre,Andhra Pradesh,Hyderabad,500034,112,28,0
579,Citizens Hospital,Andhra Pradesh,Hyderabad,500019,112,28,0
580,Om Sai Hospitals,Andhra Pradesh,Hyderabad,500069,112,28,0
581,"Care Hospital, Nampally",Andhra Pradesh,Hyderabad,500001,112,28,0
582,Medwin Hospital,Andhra Pradesh,Hyderabad,500001,112,28,0
583,"Universal Superspeciality Dental Hospital, Kondapur",Andhra Pradesh,Hyderabad,500084,112,28,0
584,Sunshine Heart Institute,Andhra Pradesh,Hyderabad,500003,112,28,0
585,"CGHS Dispensary No.I, Charmina",Andhra Pradesh,Hyderabad,0,112,28,0
586,"CGHS Dispensary No.II, Humayunagar",Andhra Pradesh,Hyderabad,0,112,28,0
587,"CGHS Dispensary No.III,\nSecunderabad",Andhra Pradesh,Hyderabad,0,112,28,0
588,"CGHS Dispensary No.IV,\nBegumpet",Andhra Pradesh,Hyderabad,0,112,28,0
589,"CGHS Dispensary No.V,\nHumayatnagar",Andhra Pradesh,Hyderabad,0,112,28,0
590,"CGHS Dispensary No.VI,\nKachiguda",Andhra Pradesh,Hyderabad,0,112,28,0
591,"CGHS Dispensary No.VII,\nMalakpet",Andhra Pradesh,Hyderabad,0,112,28,0
592,"CGHS Dispensary No.VII,\nKanchanbagh",Andhra Pradesh,Hyderabad,0,112,28,0
593,"CGHS Dispensary No.IX,\nAlwal, Secunderabad",Andhra Pradesh,Hyderabad,0,112,28,0
594,"CGHS Dispensary No.X,\nAmeerpet",Andhra Pradesh,Hyderabad,0,112,28,0
595,"CGHS Dispensary No.XI,\nKakatiyanagar",Andhra Pradesh,Hyderabad,0,112,28,0
596,"CGHS Dispensary No.XII,\nDilsuknagar",Andhra Pradesh,Hyderabad,0,112,28,0
597,"CGHS Dispensary No.XII,\nTamaka",Andhra Pradesh,Hyderabad,0,112,28,0
598,"PC-I, KS Bhawan",Andhra Pradesh,Hyderabad,0,112,28,0
599,"PC-II, AGS Office Bldg.",Andhra Pradesh,Hyderabad,0,112,28,0
600,PC Hyderabad,Andhra Pradesh,Hyderabad,0,112,28,0
601,"Rainbow Hospital for Women and Children, Banjara Hills",Andhra Pradesh,Hyderabad,500034,112,28,0
602,"Rainbow Hospital for Women and Children, Secunderabad",Andhra Pradesh,Hyderabad,0,112,28,0
